code,product_definition,description,cetane_octane,oxygenated_rbob_type,oxygenate_percent,comments_,requester,date_code_assigned
VH3,ULTRA LOW SULFUR DIESEL #2,DIESEL W/ 20% BIO OIL (B99),,,,BIODIESEL,MARGARET WARD,2-Jul-08
VH4,ULTRA LOW SULFUR DIESEL #2,DIESEL W/ 40% BIO OIL (B99),,,,BIODIESEL,MARGARET WARD,2-Jul-08
VH5,ULTRA LOW SULFUR DIESEL #2,DIESEL W/ 50% BIO OIL (B99),,,,BIODIESEL,MARGARET WARD,2-Jul-08
VH6,ULTRA LOW SULFUR DIESEL #2,DIESEL W/2% BIO OIL (B99),,,,BIODIESEL,MARGARET WARD,2-Jul-08
VH7,ULTRA LOW SULFUR DIESEL #2,DIESEL W/5% BIO OIL (B99),,,,BIODIESEL,MARGARET WARD,2-Jul-08
VH8,ULTRA LOW SULFUR DIESEL #2,DIESEL W/10% BIO OIL (B99),,,,BIODIESEL,MARGARET WARD,2-Jul-08
VH9,ULTRA LOW SULFUR DIESEL #2,DIESEL W/15% BIO OIL (B99),,,,BIODIESEL,MARGARET WARD,2-Jul-08
VHA,ULTRA LOW SULFUR DIESEL #2,DIESEL W/20% BIO OIL (B99),,,,BIODIESEL,MARGARET WARD,2-Jul-08
VHB,ULTRA LOW SULFUR DIESEL #2,DIESEL W/40% BIO OIL (B99),,,,BIODIESEL,MARGARET WARD,2-Jul-08
VHC,ULTRA LOW SULFUR DIESEL #2,DIESEL W/50% BIO OIL (B99),,,,BIODIESEL,MARGARET WARD,2-Jul-08
VHD,ULTRA LOW SULFUR DIESEL #2,PREM DIESEL W/2% BIO OIL (B99)-WINTER ADD.,,,,PREMIUM BIODIESEL W/COLD FLOW IMPROVER,MARGARET WARD,2-Jul-08
VHE,ULTRA LOW SULFUR DIESEL #2,PREM DIESEL W/ 5% BIO OIL (B99)-WINTER ADD.,,,,PREMIUM BIODIESEL W/COLD FLOW IMPROVER,MARGARET WARD,2-Jul-08
VHF,ULTRA LOW SULFUR DIESEL #2,PREM DIESEL W/ 10% BIO OIL (B99)-WINTER ADD.,,,,PREMIUM BIODIESEL W/COLD FLOW IMPROVER,MARGARET WARD,2-Jul-08
VHG,ULTRA LOW SULFUR DIESEL #2,PREM DIESEL W/15% BIO OIL (B99)-WINTER ADD.,,,,PREMIUM BIODIESEL W/COLD FLOW IMPROVER,MARGARET WARD,2-Jul-08
VHH,ULTRA LOW SULFUR DIESEL #2,PREM DIESEL W/ 20% BIO OIL (B99)-WINTER ADD.,,,,PREMIUM BIODIESEL W/COLD FLOW IMPROVER,MARGARET WARD,2-Jul-08
VHI,ULTRA LOW SULFUR DIESEL #2,ULSD #2 W/ PERF ADD TIER 2,,,,ULSD #2 WITH TIER 2 PERFORMANCE ADDITIVE  INJECTION RATE,JEAN PICKETT,15-May-19
VHJ,ULTRA LOW SULFUR DIESEL #2,PREM DIESEL W/ 40% BIO OIL (B99)-WINTER ADD.,,,,PREMIUM BIODIESEL W/COLD FLOW IMPROVER,MARGARET WARD,2-Jul-08
VHK,ULTRA LOW SULFUR DIESEL #2,PREM DIESEL W/ 50% BIO OIL (B99)-WINTER ADD.,,,,PREMIUM BIODIESEL W/COLD FLOW IMPROVER,MARGARET WARD,2-Jul-08
VHL,ULTRA LOW SULFUR DIESEL #2,PREM DIESEL W/2% BIO OIL (B99)-WINTER ADD.,,,,PREMIUM BIODIESEL W/COLD FLOW IMPROVER,MARGARET WARD,2-Jul-08
VHM,ULTRA LOW SULFUR DIESEL #2,PREM DIESEL W/5% BIO OIL (B99)-WINTER ADD.,,,,PREMIUM BIODIESEL W/COLD FLOW IMPROVER,MARGARET WARD,2-Jul-08
VHN,ULTRA LOW SULFUR DIESEL #2,PREM DIESEL W/10% BIO OIL (B99)-WINTER ADD.,,,,PREMIUM BIODIESEL W/COLD FLOW IMPROVER,MARGARET WARD,2-Jul-08
VHO,ULTRA LOW SULFUR DIESEL #2,WINTER BLEND,,,,WINTER BLEND (70% #1 - 30% #2),JEAN PICKETT,23-Oct-13
VHP,ULTRA LOW SULFUR DIESEL #2,PREM DIESEL W/15% BIO OIL (B99)-WINTER ADD.,,,,PREMIUM BIODIESEL W/COLD FLOW IMPROVER,MARGARET WARD,2-Jul-08
VHQ,ULTRA LOW SULFUR DIESEL #2,PREM DIESEL W/20% BIO OIL (B99)-WINTER ADD.,,,,PREMIUM BIODIESEL W/COLD FLOW IMPROVER,MARGARET WARD,2-Jul-08
VHR,ULTRA LOW SULFUR DIESEL #2,PREM DIESEL W/40% BIO OIL (B99)-WINTER ADD.,,,,PREMIUM BIODIESEL W/COLD FLOW IMPROVER,MARGARET WARD,2-Jul-08
VHS,ULTRA LOW SULFUR DIESEL #2,PREM DIESEL W/50% BIO OIL (B99)-WINTER ADD.,,,,PREMIUM BIODIESEL W/COLD FLOW IMPROVER,MARGARET WARD,2-Jul-08
VHT,ULTRA LOW SULFUR DIESEL #2,WINTER BLEND,,,,WINTER BLEND (70% #1 - 30% #2),MARGARET WARD,23-Mar-09
VHU,ULTRA LOW SULFUR DIESEL #2,WINTER BLEND,,,,WINTER BLEND (70% #1 - 30% #2),MARGARET WARD,23-Mar-09
VHV,ULTRA LOW SULFUR DIESEL #1,DIESEL w/ 50% BIO OIL,,,,BIODIESEL,MARGARET WARD,23-Mar-09
VHW,ULTRA LOW SULFUR DIESEL #1,DIESEL w/ 50% BIO OIL,,,,BIODIESEL,MARGARET WARD,23-Mar-09
VHX,ULTRA LOW SULFUR DIESEL #2,WINTER BLEND W/ 2% BIO OIL,,,,WINTER BLEND (70% #1-28 % #2-2% BIO) BIOSIESEL,MARGARET WARD,23-Mar-09
VHY,ULTRA LOW SULFUR DIESEL #2,WINTER BLEND W/ 2% BIO OIL,,,,WINTER BLEND (70% #1-28 % #2-2% BIO) BIOSIESEL,MARGARET WARD,23-Mar-09
VHZ,ULTRA LOW SULFUR DIESEL #2,DIESEL W/5% BIO OIL (B99),,,,BIODIESEL (B99),JEAN PICKETT,24-Jan-11
VI0,ULTRA LOW SULFUR DIESEL #2,TXLED ULSD #2 W/5% BIO PERF ADD,,,,TXLED ULSD #2 W/5% BIO PERFORMANCE ADD,AJ MEADE,20-Jun-17
VI1,ULTRA LOW SULFUR DIESEL #2,TXLED ULSD #2 W/10% BIO PERF ADD,,,,TXLED ULSD #2 W/10% BIO PERFORMANCE ADD,AJ MEADE,20-Jun-17
VI2,ULS RENEWABLE DIESEL #2,RENEWABLE DIESEL W/5% RD100,,,,RENEWABLE DIESEL: HYDRO-PROCESSED ANIMAL FATS/VEGETABLE OILS,LISA WILLIAMS,27-Jan-11
VI3,ULS RENEWABLE DIESEL #2,RENEWABLE DIESEL W/5% RD100,,,,RENEWABLE DIESEL: HYDRO-PROCESSED ANIMAL FATS/VEGETABLE OILS,LISA WILLIAMS,27-Jan-11
VI4,ULS RENEWABLE DIESEL #2,RENEWABLE DIESEL W/5% RD100,,,,RENEWABLE DIESEL: HYDRO-PROCESSED ANIMAL FATS/VEGETABLE OILS,LISA WILLIAMS,27-Jan-11
VI5,RENEWABLE DIESEL ADDITIVE RD100,RENEWABLE DIESEL RD100,,,,RENEWABLE DIESEL HYDRO-PROCESSED ANIMAL FATS/VEGETABLE OILS,LISA WILLIAMS,26-Jan-11
VI6,ULS RENEWABLE 5% BIO DIESEL #2,RENEWABLE DIESEL W/5% BIO & W/5% RD100,,,,RENEWABLE DIESEL: HYDRO-PROCESSED ANIMAL FATS/VEGETABLE OILS,TIM DRINKARD,10-Apr-13
VI7,ULS RENEWABLE 5% BIO DIESEL #2,RENEWABLE DIESEL W/5% BIO & W/5% RD100,,,,RENEWABLE DIESEL: HYDRO-PROCESSED ANIMAL FATS/VEGETABLE OILS,TIM DRINKARD,10-Apr-13
VI8,ULS RENEWABLE 5% BIO DIESEL #2,RENEWABLE DIESEL W/5% BIO & W/5% RD100,,,,RENEWABLE DIESEL: HYDRO-PROCESSED ANIMAL FATS/VEGETABLE OILS,TIM DRINKARD,10-Apr-13
VI9,ULTRA LOW SULFUR DIESEL #2,ULSD #2 W/ PERF ADD TIER 3,,,,ULSD #2 WITH TIER 3 PERFORMANCE ADDITIVE  INJECTION RATE,JEAN PICKETT,15-May-19
VIA,ULS RENEWABLE 2% BIO DIESEL #2,RENEWABLE DIESEL W/2% BIO & W/5% RD100,,,,RENEWABLE DIESEL: HYDRO-PROCESSED ANIMAL FATS/VEGETABLE OILS,TIM DRINKARD,10-Apr-13
VIB,ULS RENEWABLE 2% BIO DIESEL #2,RENEWABLE DIESEL W/2% BIO & W/5% RD100,,,,RENEWABLE DIESEL: HYDRO-PROCESSED ANIMAL FATS/VEGETABLE OILS,TIM DRINKARD,10-Apr-13
VIC,ULS RENEWABLE 2% BIO DIESEL #2,RENEWABLE DIESEL W/2% BIO & W/5% RD100,,,,RENEWABLE DIESEL: HYDRO-PROCESSED ANIMAL FATS/VEGETABLE OILS,TIM DRINKARD,10-Apr-13
VID,ULSD#2 W/5% RENEWABLE ECO MV,#2D R5 FUEL ECONOMY BLEND MV,,,,RENEWABLE DIESEL: HYDRO-PROCESSED ANIMAL FATS/VEGETABLE OILS,TIM DRINKARD,30-Jul-13
VIE,ULSD#2 W/5% RENEWABLE ECO NR,#2D R5 FUEL ECONOMY BLEND NR,,,,RENEWABLE DIESEL: HYDRO-PROCESSED ANIMAL FATS/VEGETABLE OILS,TIM DRINKARD,30-Jul-13
VIF,ULSD#2 W/5% RENEWABLE ECO  MV,#2D R5 FUEL ECONOMY BLEND WINTER ADDITIVE MV,,,,RENEWABLE DIESEL: HYDRO-PROCESSED ANIMAL FATS/VEGETABLE OILS,TIM DRINKARD,30-Jul-13
VIG,ULSD#2 W/5% RENEWABLE ECO  NR,#2D R5 FUEL ECONOMY BLEND WINTER ADDITIVE NR,,,,RENEWABLE DIESEL: HYDRO-PROCESSED ANIMAL FATS/VEGETABLE OILS,TIM DRINKARD,30-Jul-13
VIH,ULSD#2 W/5% RENEWABLE WINT MV,#2D R5 FUEL WINTER BLEND MV,,,,RENEWABLE DIESEL: HYDRO-PROCESSED ANIMAL FATS/VEGETABLE OILS,TIM DRINKARD,30-Jul-13
VII,ULTRA LOW SULFUR DIESEL #2,ULSD #2 W/ PERF ADD TIER 3,,,,ULSD #2 WITH TIER 3 PERFORMANCE ADDITIVE  INJECTION RATE,JEAN PICKETT,15-May-19
VIJ,ULSD#2 W/5% RENEWABLE WINT NR,#2D R5 FUEL WINTER BLEND NR,,,,RENEWABLE DIESEL: HYDRO-PROCESSED ANIMAL FATS/VEGETABLE OILS,TIM DRINKARD,30-Jul-13
VIK,ULSD#2 W/5% RENEWABLE WINT MV,#2D R5 FUEL WINTER BLEND  MV,,,,RENEWABLE DIESEL: HYDRO-PROCESSED ANIMAL FATS/VEGETABLE OILS,TIM DRINKARD,30-Jul-13
VIL,ULSD#2 W/5% RENEWABLE WINT SPEC MV,#2D R5 FUEL WINTER SPECIAL BLEND MV,,,,RENEWABLE DIESEL: HYDRO-PROCESSED ANIMAL FATS/VEGETABLE OILS,TIM DRINKARD,30-Jul-13
VIM,ULS RENEWABLE 20% BIO DIESEL #2,RENEWABLE DIESEL W/20% HDRD,,,,CANADA RENEWABLE DIESEL:HYDRO-PROCESSED ANIMAL FATS/VEG OILS,TIM DRINKARD,4-Nov-13
VIN,ULS RENEWABLE 10% BIO DIESEL #2,RENEWABLE DIESEL W/10% HDRD,,,,CANADA RENEWABLE DIESEL:HYDRO-PROCESSED ANIMAL FATS/VEG OILS,TIM DRINKARD,4-Nov-13
VIO,ULS RENEWABLE 10% BIO DIESEL #2,RENEWABLE DIESEL W/10% HDRD,,,,CANADA RENEWABLE DIESEL HYDRO-PROCESSED ANIMAL FATS/VEG OILS,TIM DRINKARD,4-Nov-13
VIP,ULTRA LOW SULFUR DIESEL #2,DIESEL W/15% BIO OIL,,,,BIODIESEL,JOY ROHLFING,12-May-17
VIQ,ULS HEATING OIL #2 (UNDYED) W/5% BIO,ULS HEATING OIL #2 (UNDYED) W/5% BIO,,,,ULS BIO HEATING OIL,JOY ROHLFING,12-May-17
VIR,ULS HEATING OIL #2 (UNDYED) W/10% BIO,ULS HEATING OIL #2 (UNDYED) W/10% BIO,,,,ULS BIO HEATING OIL,JOY ROHLFING,12-May-17
VIS,ULS HEATING OIL #2 (UNDYED) W/15% BIO,ULS HEATING OIL #2 (UNDYED) W/15% BIO,,,,ULS BIO HEATING OIL,JOY ROHLFING,12-May-17
VIT,ULS HEATING OIL #2 (UNDYED) W/20% BIO,ULS HEATING OIL #2 (UNDYED) W/20% BIO,,,,ULS BIO HEATING OIL,JOY ROHLFING,12-May-17
VIU,ULS SPECIAL R99 DF2 DYED,ULS S R99 DF2 DYED,,,,ULS S R99 DF2 DYED,Joey Dean,21-May-19
VIV,ULS SPECIAL R99 DF2,ULS S R99 DF2,,,,ULS S R99 DF2,Joey Dean,21-May-19
VIW,ULS Distillate - Blendstock,ULS Distillate - Blendstock,,,,"ULS Distillate -- Blendstock,  100 min. flash",Steve Wood,23-May-19
VIX,ULTRA LOW SULFUR DIESEL #2,TXLED ULSD #2 W/11% BIO,,,,TXLED BIO DIESEL FUEL,JEAN PICKETT,6-Jun-19
VIY,ULTRA LOW SULFUR DIESEL #2,TXLED ULSD #2 W/11% BIO,,,,TXLED BIO DIESEL FUEL,JEAN PICKETT,6-Jun-19
VIZ,ULTRA LOW SULFUR DIESEL #2,TXLED ULSD #2 W/11% BIO,,,,TXLED BIO DIESEL FUEL,JEAN PICKETT,6-Jun-19
VJ0,ULTRA LOW SULFUR DIESEL #2,TXLED ULSD #2 W/20% BIO PERF ADD,,,,TXLED ULSD #2 W/20% BIO PERFORMANCE ADD,AJ MEADE,20-Jun-17
VJ1,ULTRA LOW SULFUR BIODIESEL #2,DIESEL W/2% BIO OIL -WINTER ADD.,,,,BIODIESEL W/COLD FLOW IMPROVER,BARRY DUFFIN,18-Mar-09
VJ2,ULTRA LOW SULFUR BIODIESEL #2,DIESEL W/2% BIO OIL -WINTER ADD.,,,,BIODIESEL W/COLD FLOW IMPROVER,BARRY DUFFIN,18-Mar-09
VJ3,ULTRA LOW SULFUR BIODIESEL #2,DIESEL W/ 5% BIO OIL -WINTER ADD.,,,,BIODIESEL W/COLD FLOW IMPROVER,BARRY DUFFIN,18-Mar-09
VJ4,ULTRA LOW SULFUR BIODIESEL #2,DIESEL W/ 5% BIO OIL -WINTER ADD.,,,,BIODIESEL W/COLD FLOW IMPROVER,BARRY DUFFIN,18-Mar-09
VJ5,ULTRA LOW SULFUR BIODIESEL #2,DIESEL W/5% BIO OIL,,,,BIODIESEL,MARGARET WARD,31-Mar-09
VJ6,ULTRA LOW SULFUR BIODIESEL #1,DIESEL w/ 5% BIO OIL,,,,BIODIESEL,MARGARET WARD,1-Apr-09
VJ7,ULTRA LOW SULFUR BIODIESEL #1,DIESEL w/ 5% BIO OIL,,,,BIODIESEL,MARGARET WARD,1-Apr-09
VJ8,ULTRA LOW SULFUR BIODIESEL #2,PREMIUM DIESEL W/5% BIO OIL,,,,BIODIESEL,MARGARET WARD,1-Apr-09
VJ9,ULTRA LOW SULFUR BIODIESEL #2,DIESEL w/ 5% BIO OIL,,,,BIODIESEL,MARGARET WARD,1-Apr-09
VJA,ULTRA LOW SULFUR BIODIESEL #2,PREMIUM DIESEL W/5% BIO OIL,,,,BIODIESEL,MARGARET WARD,1-Apr-09
VJB,ULTRA LOW SULFUR BIODIESEL #2,DIESEL w/ 5% BIO OIL,,,,BIODIESEL,MARGARET WARD,1-Apr-09
VJC,ULTRA LOW SULFUR BIODIESEL #2,PREMIUM DIESEL W/5% BIO OIL,47,,,BIODIESEL,MARGARET WARD,1-Apr-09
VJD,ULTRA LOW SULFUR BIODIESEL #2,PREMIUM DIESEL W/5% BIO OIL,47,,,BIODIESEL,MARGARET WARD,1-Apr-09
VJE,ULTRA LOW SULFUR BIODIESEL #2,PREMIUM DIESEL W/5% BIO OIL,47,,,BIODIESEL,MARGARET WARD,1-Apr-09
VJF,ULTRA LOW SULFUR BIODIESEL #2,PREMIUM DIESEL W/5% BIO OIL,47,,,BIODIESEL,MARGARET WARD,1-Apr-09
VJG,ULTRA LOW SULFUR BIODIESEL #2,PREMIUM DIESEL W/5% BIO OIL,47,,,BIODIESEL,MARGARET WARD,1-Apr-09
VJH,ULTRA LOW SULFUR BIODIESEL #2,DIESEL w/ 5% BIO OIL - BRANDED,,,,BIODIESEL,MARGARET WARD,17-Apr-09
VJI,ULTRA LOW SULFUR BIODIESEL #2,ULTRA LOW SULFUR DIESEL #2 w/2.5% BIO,,,,BIODIESEL BLEND #2 W/2.5% BIO,JEAN PICKETT,9-Jan-12
VJJ,ULTRA LOW SULFUR BIODIESEL #2,DIESEL w/ 5% BIO OIL - BRANDED,,,,BIODIESEL,MARGARET WARD,17-Apr-09
VJK,ULTRA LOW SULFUR BIODIESEL #1,DIESEL w/ 5% BIO OIL - BRANDED,,,,BIODIESEL,MARGARET WARD,17-Apr-09
VJL,ULTRA LOW SULFUR BIODIESEL #1,DIESEL w/ 5% BIO OIL - BRANDED,,,,BIODIESEL,MARGARET WARD,17-Apr-09
VJM,ULTRA LOW SULFUR BIODIESEL #2,TX LED W/2% BIO OIL,,,,TX LED BIO DIESEL,CHRIS BULLARD,11-May-09
VJN,ULTRA LOW SULFUR BIODIESEL #2,TX LED W/2% BIO OIL,,,,TX LED BIO DIESEL,CHRIS BULLARD,11-May-09
VJO,ULTRA LOW SULFUR BIODIESEL #2,ULTRA LOW SULFUR DIESEL #2 W/3.3% BIO,,,,BIODIESEL BLEND #2 W/3.3% BIO,JEAN PICKETT,9-Jan-12
VJP,ULTRA LOW SULFUR BIODIESEL #2,WINTER BLEND #2 + #1 W/ 5% BIO OIL,,,,WINTER BLEND (45% #2 - 50 % #1 - 5% BIO),MARGARET WARD,9-Sep-09
VJQ,ULTRA LOW SULFUR BIODIESEL #2,WINTER BLEND #2 + #1 W/ 5% BIO OIL,,,,WINTER BLEND (45% #2 - 50 % #1 - 5% BIO),MARGARET WARD,9-Sep-09
VJR,ULTRA LOW SULFUR BIODIESEL #2,WINTER BLEND #2 + #1 W/ 5% BIO OIL,,,,WINTER BLEND (45% #2 - 50 % #1 - 5% BIO),MARGARET WARD,9-Sep-09
VJS,ULTRA LOW SULFUR BIODIESEL #2,WINTER BLEND #2 + #1 W/ 5% BIO OIL,,,,WINTER BLEND (45% #2 - 50 % #1 - 5% BIO),MARGARET WARD,9-Sep-09
VJT,ULTRA LOW SULFUR BIODIESEL #2,WINTER BLEND #2 + #1 W/ 5% BIO OIL,,,,WINTER BLEND (65% #2 - 30 % #1 - 5% BIO),MARGARET WARD,9-Sep-09
VJU,ULTRA LOW SULFUR BIODIESEL #2,WINTER BLEND #2 + #1 W/ 5% BIO OIL,,,,WINTER BLEND (65% #2 - 30 % #1 - 5% BIO),MARGARET WARD,9-Sep-09
VJV,ULTRA LOW SULFUR BIODIESEL #2,WINTER BLEND #2 + #1 W/ 5% BIO OIL,,,,WINTER BLEND (65% #2 - 30 % #1 - 5% BIO),MARGARET WARD,9-Sep-09
VJW,ULTRA LOW SULFUR BIODIESEL #2,WINTER BLEND #2 + #1 W/ 5% BIO OIL,,,,WINTER BLEND (65% #2 - 30 % #1 - 5% BIO),MARGARET WARD,9-Sep-09
VJX,ULTRA LOW SULFUR BIODIESEL #2,DIESEL W/5% BIO - WINTER ADD,,,,BIODIESEL 5% W/COLD FLOW IMPROVER,MARGARET WARD,26-Oct-09
VJY,ULTRA LOW SULFUR BIODIESEL #2,DIESEL W/5% BIO - WINTER ADD,,,,BIODIESEL 5% W/COLD FLOW IMPROVER,MARGARET WARD,26-Oct-09
VJZ,ULTRA LOW SULFUR BIODIESEL #2,PREMIUM DIESEL W/2% BIO OIL  - WINTER ADD,,,,PREMIUM BIODIESEL W/WINTER ADDITIVE,JEAN PICKETT,2-Oct-12
VK0,ULTRA LOW SULFUR DIESEL #2,TXLED ULSD #2 W/ PERF ADD,,,,TXLED ULSD #2 W/ PERFORMANCE ADD DYED,AJ MEADE,20-Jun-17
VK1,ULTRA LOW SULFUR BIODIESEL #2,WINTER BLEND #2 + #1 W/ 5% BIO OIL,,,,WINTER BLEND (60% #1 - 35 % #2 - 5% BIO),MARGARET WARD,1-Oct-09
VK2,ULTRA LOW SULFUR BIODIESEL #2,WINTER BLEND #2 + #1 W/ 5% BIO OIL,,,,WINTER BLEND (60% #1 - 35 % #2 - 5% BIO),MARGARET WARD,1-Oct-09
VK3,ULTRA LOW SULFUR BIODIESEL #2,WINTER BLEND #2 + #1 W/ 5% BIO OIL,,,,WINTER BLEND (70% #1 - 25 % #2 - 5% BIO),MARGARET WARD,1-Oct-09
VK4,ULTRA LOW SULFUR BIODIESEL #2,WINTER BLEND #2 + #1 W/ 5% BIO OIL,,,,WINTER BLEND (70% #1 - 25 % #2 - 5% BIO),MARGARET WARD,1-Oct-09
VK5,ULTRA LOW SULFUR BIODIESEL #2,TX LED W/15% BIO OIL,,,,TX LED BIO DIESEL,TED VILLANUEVA,4-Jan-10
VK6,ULTRA LOW SULFUR BIODIESEL #2,TX LED W/15% BIO OIL,,,,TX LED BIO DIESEL,TED VILLANUEVA,4-Jan-10
VK7,ULTRA LOW SULFUR BIODIESEL #2,DIESEL W/3% BIO OIL,,,,BIODIESEL,CANDACE DINICOLA,28-Oct-10
VK8,ULTRA LOW SULFUR BIODIESEL #2,DIESEL W/3.5% BIO,,,,BIODIESEL BLEND #2 W/3.5% BIO,JEAN PICKETT,9-Jan-12
VK9,ULTRA LOW SULFUR BIODIESEL #2,DIESEL W/3% BIO OIL,,,,BIODIESEL,LISA WILLIAMS,16-Dec-13
VKA,ULTRA LOW SULFUR BIODIESEL #2,DIESEL W/2% SOY - WINTER BLEND,,,,BIODIESEL - WINTER BLEND,CANDACE DINICOLA,1-Nov-10
VKB,ULTRA LOW SULFUR BIODIESEL #2,DIESEL W/2% SOY - DYED WINTER BLEND,,,,BIODIESEL - WINTER BLEND,CANDACE DINICOLA,1-Nov-10
VKC,ULTRA LOW SULFUR BIODIESEL #2,DIESEL W/2% SOY - NON ROAD WINTER BLEND,,,,BIODIESEL - WINTER BLEND,CANDACE DINICOLA,1-Nov-10
VKD,ULTRA LOW SULFUR BIODIESEL #2,DIESEL W/2% SOY - LOCOMOTIVE MARINE WINTER BLEND,,,,BIODIESEL - WINTER BLEND,CANDACE DINICOLA,1-Nov-10
VKE,ULTRA LOW SULFUR BIODIESEL #2,DIESEL W/5% SOY - WINTER BLEND,,,,BIODIESEL - WINTER BLEND,CANDACE DINICOLA,1-Nov-10
VKF,ULTRA LOW SULFUR BIODIESEL #2,DIESEL W/5% SOY - DYED WINTER BLEND,,,,BIODIESEL - WINTER BLEND,CANDACE DINICOLA,1-Nov-10
VKG,ULTRA LOW SULFUR BIODIESEL #2,DIESEL W/5% SOY - NON ROAD WINTER BLEND,,,,BIODIESEL - WINTER BLEND,CANDACE DINICOLA,1-Nov-10
VKH,ULTRA LOW SULFUR BIODIESEL #2,DIESEL W/5% SOY - LOCOMOTIVE MARINE WINTER BLEND,,,,BIODIESEL - WINTER BLEND,CANDACE DINICOLA,1-Nov-10
VKI,ULTRA LOW SULFUR BIODIESEL #2,PREMIUM DIESEL W/2% BIO OIL  - WINTER ADD,,,,PREMIUM BIODIESEL W/WINTER ADDITIVE,JEAN PICKETT,2-Oct-12
VKJ,ULTRA LOW SULFUR BIODIESEL #2,DIESEL W/10% SOY - WINTER BLEND,,,,BIODIESEL - WINTER BLEND,CANDACE DINICOLA,1-Nov-10
VKK,ULTRA LOW SULFUR BIODIESEL #2,DIESEL W/10% SOY - DYED WINTER BLEND,,,,BIODIESEL - WINTER BLEND,CANDACE DINICOLA,1-Nov-10
VKL,ULTRA LOW SULFUR BIODIESEL #2,DIESEL W/3% BIO OIL,,,,BIODIESEL,LISA WILLIAMS,16-Dec-13
VKM,ULTRA LOW SULFUR BIODIESEL #2,DIESEL W/10% SOY - NON ROAD WINTER BLEND,,,,BIODIESEL - WINTER BLEND,CANDACE DINICOLA,1-Nov-10
VKN,ULTRA LOW SULFUR BIODIESEL #2,DIESEL W/10% SOY - LOCOMOTIVE MARINE WINTER BLEND,,,,BIODIESEL - WINTER BLEND,CANDACE DINICOLA,1-Nov-10
VKO,ULTRA LOW SULFUR BIODIESEL #2,DIESEL W/3% BIO OIL,,,,BIODIESEL,LISA WILLIAMS,16-Dec-13
VKP,ULTRA LOW SULFUR BIODIESEL #2,DIESEL W/15% BIO - NRLM S15 DYED,,,,DIESEL #2 BLENDED WITH 15% BIO,AJ MEADE,22-Apr-11
VKQ,ULTRA LOW SULFUR BIODIESEL #2,DIESEL W/20% BIO - NRLM S15 DYED,,,,DIESEL #2 BLENDED WITH 20% BIO,AJ MEADE,22-Apr-11
VKR,ULTRA LOW SULFUR DIESEL #2,DIESEL W/8% BIO OIL,,,,DIESEL #2 BLENDED WITH 8% BIO,SUSAN HOOKOM,30-Sep-11
VKS,ULTRA LOW SULFUR DIESEL #2,DIESEL W/8% BIO OIL,,,,DIESEL #2 BLENDED WITH 8% BIO,SUSAN HOOKOM,30-Sep-11
VKT,ULTRA LOW SULFUR DIESEL #2,DIESEL W/8% BIO OIL,,,,DIESEL #2 BLENDED WITH 8% BIO,SUSAN HOOKOM,30-Sep-11
VKU,ULTRA LOW SULFUR DIESEL #2,DIESEL W/8% BIO OIL,,,,DIESEL #2 BLENDED WITH 8% BIO,SUSAN HOOKOM,30-Sep-11
VKV,ULTRA LOW SULFUR DIESEL #2,DIESEL W/8% BIO OIL,,,,DIESEL #2 BLENDED WITH 8% BIO,SUSAN HOOKOM,30-Sep-11
VKW,ULTRA LOW SULFUR DIESEL #2,DIESEL W/8% BIO OIL,,,,DIESEL #2 BLENDED WITH 8% BIO,SUSAN HOOKOM,30-Sep-11
VKX,ULTRA LOW SULFUR DIESEL #2,WINTER BLEND #2 + #1,,,,WINTER BLEND (80% #2 - 20% #1),JEAN PICKETT,16-Jan-12
VKY,ULTRA LOW SULFUR DIESEL #2,WINTER BLEND #2 + #1,,,,WINTER BLEND (80% #2 - 20% #1),JEAN PICKETT,16-Jan-12
VKZ,ULTRA LOW SULFUR BIODIESEL #2,DIESELW/3% BIO OIL,,,,BIODIESEL,LISA WILLIAMS,16-Dec-13
VL0,ULTRA LOW SULFUR DIESEL #2,TXLED ULSD #2 W/ UP TO 5% BIO PERF ADD,,,,TXLED ULSD #2 W/ UP TO 5% BIO PERFORMANCE ADD DYED,AJ MEADE,20-Jun-17
VL1,ULTRA LOW SULFUR DIESEL #2,TXLED ULSD #2 W/2% BIO PERF ADD,,,,TXLED ULSD #2 W/2% BIO PERFORMANCE ADD DYED,AJ MEADE,20-Jun-17
VL2,ULTRA LOW SULFUR DIESEL #2,TXLED ULSD #2 W/5% BIO PERF ADD,,,,TXLED ULSD #2 W/5% BIO PERFORMANCE ADD DYED,AJ MEADE,20-Jun-17
VL3,ULTRA LOW SULFUR DIESEL #2,TXLED ULSD #2 W/10% BIO PERF ADD,,,,TXLED ULSD #2 W/10% BIO PERFORMANCE ADD DYED,AJ MEADE,20-Jun-17
VL4,ULTRA LOW SULFUR DIESEL #2,TXLED ULSD #2 W/20% BIO PERF ADD,,,,TXLED ULSD #2 W/20% BIO PERFORMANCE ADD DYED,AJ MEADE,20-Jun-17
VL5,ULTRA LOW SULFUR DIESEL #2,ULSD #2 W/ PERF ADD,,,,ULSD #2 W/ PERFORMANCE ADD,AJ MEADE,20-Jun-17
VL6,ULTRA LOW SULFUR DIESEL #2,ULSD #2 W/ UP TO 5% BIO PERF ADD,,,,ULSD #2 W/ UP TO 5% BIO PERFORMANCE ADD,AJ MEADE,20-Jun-17
