code,product_definition,description,cetane_octane,oxygenated_rbob_type,oxygenate_percent,comments_,requester,date_code_assigned
VL7,ULTRA LOW SULFUR DIESEL #2,ULSD #2 W/1% BIO PERF ADD,,,,ULSD #2 W/1% BIO PERFORMANCE ADD,AJ MEADE,20-Jun-17
VL8,ULTRA LOW SULFUR DIESEL #2,ULSD #2 W/2% BIO PERF ADD,,,,ULSD #2 W/2% BIO PERFORMANCE ADD,AJ MEADE,20-Jun-17
VL9,ULTRA LOW SULFUR DIESEL #2,ULSD #2 W/5% BIO PERF ADD,,,,ULSD #2 W/5% BIO PERFORMANCE ADD,AJ MEADE,20-Jun-17
VLA,ULTRA LOW SULFUR DIESEL #2,TXLED ULSD #2 W/11% BIO,,,,TXLED BIO DIESEL FUEL,JEAN PICKETT,6-Jun-19
VLB,ULTRA LOW SULFUR DIESEL #2,ULSD #2  May contain up to 4.9% bio diesel,,,,ULSD #2  May contain up to 4.9% bio diesel,Brian O'Neill,15-Jul-19
VLC,ULTRA LOW SULFUR DIESEL #2,MV TXLE NO 2 DSL B20 W/ADD,,,,TXLED BIO DIESEL FUEL,JEAN PICKETT,30-Jul-19
VLD,ULTRA LOW SULFUR DIESEL #2,NRLM TXLE NO 2 DSL B20 DYED  W/ADD,,,,TXLED BIO DIESEL FUEL,JEAN PICKETT,30-Jul-19
VLE,ULTRA LOW SULFUR DIESEL #2,TXLED ULSD #2 W/15% BIO,,,,TXLED BIO 15% DIESEL FUEL,JEAN PICKETT,8-Aug-19
VLF,ULTRA LOW SULFUR DIESEL #2,TXLED ULSD #2 W/15% BIO,,,,TXLED BIO 15% DIESEL FUEL,JEAN PICKETT,8-Aug-19
VLG,ULTRA LOW SULFUR DIESEL #2,TXLED ULSD #2 W/15% BIO,,,,TXLED BIO 15% DIESEL FUEL,JEAN PICKETT,8-Aug-19
VLH,ULTRA LOW SULFUR DIESEL #2,TXLED ULSD #2 W/15% BIO,,,,TXLED BIO 15% DIESEL FUEL,JEAN PICKETT,8-Aug-19
VLI,ULTRA LOW SULFUR DIESEL #2,TXLED ULSD #2 W/ UP TO 5% BIO,,,,TXLED ULSD #2 W/ UP TO 5% BIO,STEVE WOOD,19-Aug-19
VLJ,ULTRA LOW SULFUR DIESEL #2,TXLED ULSD #2 W/ UP TO 5% BIO,,,,TXLED ULSD #2 W/ UP TO 5% BIO DYED,STEVE WOOD,19-Aug-19
VLK,ULTRA LOW SULFUR DIESEL #2,ULSD #2 W/ UP TO 5% BIO,,,,ULSD #2 W/ UP TO 5% BIO,STEVE WOOD,19-Aug-19
VLL,ULTRA LOW SULFUR DIESEL #2,ULSD #2 W/ UP TO 5% BIO,,,,ULSD #2 W/ UP TO 5% BIO DYED,STEVE WOOD,19-Aug-19
VLM,ULTRA LOW SULFUR DIESEL #2,CARB ULSD #2 W/ UP TO 5% BIO,,,,CARB ULSD #2 W/ UP TO 5% BIO,STEVE WOOD,19-Aug-19
VLN,ULTRA LOW SULFUR DIESEL #2,CARB ULSD #2 W/ UP TO 5% BIO,,,,CARB ULSD #2 W/ UP TO 5% BIO DYED,STEVE WOOD,19-Aug-19
VLO,ULS S B10 BD BLEND,ULS S B10 BDB,,,,ULS S B10 BDB,Joey Dean,10-Sep-19
VLP,ULS S B10 BD BLEND DYED,ULS S B10 BDB DYED,,,,ULS S B10 BDB DYED,Joey Dean,10-Sep-19
VLQ,ULS S R6-20 B10 BD BLEND,ULS S R20B10 BDB,,,,ULS S R20B10 BDB,Joey Dean,10-Sep-19
VLR,ULS S R6-20 B10 BDB DYED,ULS S R20B10 BDBDY,,,,ULS S R20B10 BDBDY,Joey Dean,10-Sep-19
VLS,ULS S R99 B10 BD BLEND,ULS S R99B10 BDB,,,,ULS S R99B10 BDB,Joey Dean,10-Sep-19
VLT,ULS S R99 B10 RD BLEND DYE,ULS S R99B10 BDBDY,,,,ULS S R99B10 BDBDY,Joey Dean,10-Sep-19
VLU,ULTRA LOW SULFUR DIESEL,ULSD 15MV2 B20 PDA TIER 2 WINTER ADDITIZED,,,,ULSD W/20% BIODIESELWITH TIER 2 PDA INJECTION RATE +CFI,JEAN PICKETT,22-Oct-19
VLV,ULTRA LOW SULFUR DIESEL,ULSD 15MV2 B20 PDA TIER 2 WINTER ADDITIZED,,,,ULSD W/20% BIODIESELWITH TIER 2 PDA INJECTION RATE +CFI,JEAN PICKETT,22-Oct-19
VLW,ULTRA LOW SULFUR DIESEL,ULSD 15MV2 B10 PDA TIER 2 WINTER ADDITIZED,,,,ULSD W/10% BIODIESELWITH TIER 2 PDA INJECTION RATE +CFI,JEAN PICKETT,22-Oct-19
VLX,ULTRA LOW SULFUR DIESEL,ULSD 15MV2 B10 PDA TIER 2 WINTER ADDITIZED,,,,ULSD W/10% BIODIESELWITH TIER 2 PDA INJECTION RATE +CFI,JEAN PICKETT,22-Oct-19
VLY,ULTRA LOW SULFUR DIESEL,ULSD 15MV2 B5 PDA TIER 2 WINTER ADDITIZED,,,,ULSD W/5% BIODIESELWITH TIER 2 PDA INJECTION RATE +CFI,JEAN PICKETT,22-Oct-19
VLZ,S15 No TXLE Diesel Efficient B5,,,,,,AJ MEADE,6-Dec-17
VM0,ULTRA LOW SULFUR DIESEL #2,ULSD #2 W/10% BIO PERF ADD,,,,ULSD #2 W/10% BIO PERFORMANCE ADD,AJ MEADE,20-Jun-17
VM1,ULTRA LOW SULFUR BIODIESEL #2,DIESEL W/2% SOY - LOCOMOTIVE MARINE,,,,BIODIESEL,CANDACE DINICOLA,23-Mar-10
VM2,ULTRA LOW SULFUR BIODIESEL #2,DIESEL W/4.5% SOY - LOCOMOTIVE MARINE,,,,BIODIESEL,CANDACE DINICOLA,23-Mar-10
VM3,ULTRA LOW SULFUR BIODIESEL #2,DIESEL W5% SOY - LOCOMOTIVE MARINE,,,,BIODIESEL,CANDACE DINICOLA,23-Mar-10
VM4,ULTRA LOW SULFUR BIODIESEL #2,DIESEL W/10% SOY-LOCOMOTIVE MARINE,,,,BIODIESEL,CANDACE DINICOLA,23-Mar-10
VM5,ULTRA LOW SULFUR BIODIESEL #2,DIESEL W/20% SOY-LOCOMOTIVE MARINE,,,,BIODIESEL,CANDACE DINICOLA,23-Mar-10
VM6,ULTRA LOW SULFUR BIODIESEL #2,DIESEL W/2% TALLOW- LOCOMOTIVE MARINE,,,,BIODIESEL,CANDACE DINICOLA,23-Mar-10
VM7,ULTRA LOW SULFUR BIODIESEL #2,DIESEL W/4.5% TALLOW- LOCOMOTIVE MARINE,,,,BIODIESEL,CANDACE DINICOLA,23-Mar-10
VM8,ULTRA LOW SULFUR BIODIESEL #2,DIESEL W/5% TALLOW- LOCOMOTIVE MARINE,,,,BIODIESEL,CANDACE DINICOLA,23-Mar-10
VM9,ULTRA LOW SULFUR BIODIESEL #2,DIESEL W/10% TALLOW- LOCOMOTIVE MARINE,,,,BIODIESEL,CANDACE DINICOLA,23-Mar-10
VMA,ULTRA LOW SULFUR BIODIESEL #2,DIESEL W/20 TALLOW- LOCOMOTIVE MARINE,,,,BIODIESEL,CANDACE DINICOLA,23-Mar-10
VMB,ULTRA LOW SULFUR BIODIESEL #2,DIESEL W/4.5% SOY,,,,BIODIESEL,CANDACE DINICOLA,23-Mar-10
VMC,ULTRA LOW SULFUR BIODIESEL #2,DIESEL W/4.5% SOY-DYED,,,,BIODIESEL,CANDACE DINICOLA,23-Mar-10
VMD,ULTRA LOW SULFUR BIODIESEL #2,DIESEL W/4.5% SOY-NON-ROAD,,,,BIODIESEL,CANDACE DINICOLA,23-Mar-10
VME,ULTRA LOW SULFUR BIODIESEL #2,DIESEL W/5% SOY-NON-ROAD,,,,BIODIESEL,CANDACE DINICOLA,23-Mar-10
VMF,ULTRA LOW SULFUR BIODIESEL #2,DIESEL W/10% SOY-NON-ROAD,,,,BIODIESEL,CANDACE DINICOLA,23-Mar-10
VMG,ULTRA LOW SULFUR BIODIESEL #2,DIESEL W/20% SOY-NON-ROAD,,,,BIODIESEL,CANDACE DINICOLA,23-Mar-10
VMH,ULTRA LOW SULFUR BIODIESEL #2,DIESEL W/2% TALLOW,,,,BIODIESEL,CANDACE DINICOLA,23-Mar-10
VMI,ULTRA LOW SULFUR DIESEL,ULSD 15MV2 B5 PDA TIER 2 WINTER ADDITIZED,,,,ULSD W/5% BIODIESELWITH TIER 2 PDA INJECTION RATE +CFI,JEAN PICKETT,22-Oct-19
VMJ,ULTRA LOW SULFUR BIODIESEL #2,DIESEL W/2% TALLOW-DYED,,,,BIODIESEL,CANDACE DINICOLA,23-Mar-10
VMK,ULTRA LOW SULFUR BIODIESEL #2,DIESEL W/2% TALLOW-NON ROAD,,,,BIODIESEL,CANDACE DINICOLA,23-Mar-10
VML,ULTRA LOW SULFUR DIESEL #2,ULSD #2 W/ PERF ADD TIER 2 WINTER ADDITIZED,,,,ULSD #2 WITH TIER 2 PDA INJECTION RATE +CFI,JEAN PICKETT,22-Oct-19
VMM,ULTRA LOW SULFUR BIODIESEL #2,DIESEL W/4.5% TALLOW,,,,BIODIESEL,CANDACE DINICOLA,23-Mar-10
VMN,ULTRA LOW SULFUR BIODIESEL #2,DIESEL W/4.5% TALLOW-DYED,,,,BIODIESEL,CANDACE DINICOLA,23-Mar-10
VMO,ULTRA LOW SULFUR DIESEL #2,ULSD #2 W/ PERF ADD TIER 2 WINTER ADDITIZED,,,,ULSD #2 WITH TIER 2 PDA INJECTION RATE +CFI,JEAN PICKETT,22-Oct-19
VMP,ULTRA LOW SULFUR BIODIESEL #2,DIESEL W/4.5% TALLOW-NON ROAD,,,,BIODIESEL,CANDACE DINICOLA,23-Mar-10
VMQ,ULTRA LOW SULFUR BIODIESEL #2,DIESEL W/5% TALLOW,,,,BIODIESEL,CANDACE DINICOLA,23-Mar-10
VMR,ULTRA LOW SULFUR BIODIESEL #2,DIESEL W/5% TALLOW-DYED,,,,BIODIESEL,CANDACE DINICOLA,23-Mar-10
VMS,ULTRA LOW SULFUR BIODIESEL #2,DIESEL W/5% TALLOW-NON ROAD,,,,BIODIESEL,CANDACE DINICOLA,23-Mar-10
VMT,ULTRA LOW SULFUR BIODIESEL #2,DIESEL W/10% TALLOW,,,,BIODIESEL,CANDACE DINICOLA,23-Mar-10
VMU,ULTRA LOW SULFUR BIODIESEL #2,DIESEL W/10% TALLOW-DYED,,,,BIODIESEL,CANDACE DINICOLA,23-Mar-10
VMV,ULTRA LOW SULFUR BIODIESEL #2,DIESEL W/10% TALLOW-NON ROAD,,,,BIODIESEL,CANDACE DINICOLA,23-Mar-10
VMW,ULTRA LOW SULFUR BIODIESEL #2,DIESEL W/20% TALLOW,,,,BIODIESEL,CANDACE DINICOLA,23-Mar-10
VMX,ULTRA LOW SULFUR BIODIESEL #2,DIESEL W/20% TALLOW-DYED,,,,BIODIESEL,CANDACE DINICOLA,23-Mar-10
VMY,ULTRA LOW SULFUR BIODIESEL #2,DIESEL W/20% TALLOW-NON ROAD,,,,BIODIESEL,CANDACE DINICOLA,23-Mar-10
VMZ,ULTRA LOW SULFUR NON TRANS 15 PPM,ULS NONTRANSPORTATION 15 PPM,,,,ULS NONTRANSPORTATION 15 PPM,JEAN PICKETT,3-Jan-20
VN0,ULTRA LOW SULFUR DIESEL #2,ULSD #2 W/11% BIO PERF ADD,,,,ULSD #2 W/11% BIO PERFORMANCE ADD,AJ MEADE,20-Jun-17
VN1,ULTRA LOW SULFUR DIESEL #2,ULSD #2 W/15% BIO PERF ADD,,,,ULSD #2 W/15% BIO PERFORMANCE ADD,AJ MEADE,20-Jun-17
VN2,ULTRA LOW SULFUR BIODIESEL #2,TX LED W/2% BIO OIL,,,,TX LED BIO DIESEL S15 MV,AJ MEADE,2-Sep-11
VN3,ULTRA LOW SULFUR BIODIESEL #2,TX LED W/5% BIO OIL,,,,TX LED BIO DIESEL S15 MV,AJ MEADE,2-Sep-11
VN4,ULTRA LOW SULFUR BIODIESEL #1,WINTER BLEND #1+#2 PREM DIESEL W/1.4 BIO OIL,,,,WINTER BLEND (70% #1-28.6% #2-1.4% BIO) WINTERIZED W/CFI,MARGARET WARD,30-Sep-11
VN5,ULTRA LOW SULFUR BIODIESEL #1,WINTER BLEND #1+#2 DIESEL W/3.3 BIO OIL,,,,WINTER BLEND (70% #1-26.7% #2-3.3% BIO) WINTERIZED W/CFI,MARGARET WARD,30-Sep-11
VN6,ULTRA LOW SULFUR BIODIESEL #1,WINTER BLEND #1+#2 DIESEL W/3.3 BIO OIL,,,,WINTER BLEND (70% #1-26.7% #2-3.3% BIO) WINTERIZED W/CFI,MARGARET WARD,30-Sep-11
VN7,ULTRA LOW SULFUR BIODIESEL #1,WINTER BLEND #1+#2 PREM DIESEL W/3.3 BIO OIL,,,,WINTER BLEND (70% #1-26.7% #2-3.3% BIO) WINTERIZED W/CFI,MARGARET WARD,30-Sep-11
VN8,ULTRA LOW SULFUR BIODIESEL #1,WINTER BLEND #1+#2 PREM DIESEL W/3.3 BIO OIL,,,,WINTER BLEND (70% #1-26.7% #2-3.3% BIO) WINTERIZED W/CFI,MARGARET WARD,30-Sep-11
VN9,ULTRA LOW SULFUR BIODIESEL #1,WINTER BLEND #1+#2 PREM DIESEL W/1.4 BIO OIL,,,,WINTER BLEND (70% #1-28.6% #2-1.4% BIO) WINTERIZED W/CFI,MARGARET WARD,30-Sep-11
VNA,ULTRA LOW SULFUR DIESEL #2,DIESEL w/15% BIO OIL-WINTER ADD.,,,,BIODIESEL W/COLD FLOW IMPROVER,JEAN PICKETT,30-May-13
VNB,ULTRA LOW SULFUR BIODIESEL #2,WINTER BLEND #2 + #1 W/6% BIO OIL,,,,WINTER BLEND (20% #1 - 74 % #2 -6% BIO) W/COLD FLOW IMPROVER,MARGARET WARD,20-Jan-20
VNC,ULTRA LOW SULFUR BIODIESEL #1,WINTER BLEND #1+#2 PREM DIESEL W/3.3 BIO OIL,,,,WINTER BLEND (30% #1-66.7% #2-3.3% BIO) WINTERIZED W/CFI,MARGARET WARD,11-Oct-11
VND,ULTRA LOW SULFUR BIODIESEL #1,WINTER BLEND #1+#2 PREM DIESEL W/3.3 BIO OIL,,,,WINTER BLEND (30% #1-66.7% #2-3.3% BIO) WINTERIZED W/CFI,MARGARET WARD,11-Oct-11
VNE,ULTRA LOW SULFUR DIESEL #2,WINTER BLEND #2 PREM DIESEL + #1,,,,WINTER BLEND #2 PREM DIESEL 70% + #1  30% W/CFI,JEAN PICKETT,12-Oct-11
VNF,ULTRA LOW SULFUR DIESEL #2,WINTER BLEND #2 PREM DIESEL + #1,,,,WINTER BLEND #2 PREM DIESEL 70% + #1  30% W/CFI,JEAN PICKETT,12-Oct-11
VNG,ULTRA LOW SULFUR DIESEL #2,WINTER BLEND #2 PREM DIESEL + #1,,,,WINTER BLEND #2 PREM DIESEL 70% + #1  30%,JEAN PICKETT,12-Oct-11
VNH,ULTRA LOW SULFUR DIESEL #2,WINTER BLEND #2 PREM DIESEL + #1,,,,WINTER BLEND #2 PREM DIESEL 70% + #1  30%,JEAN PICKETT,12-Oct-11
VNI,ULTRA LOW SULFUR BIODIESEL #2,WINTER BLEND #2 + #1 W/ 6% BIO OIL,,,,WINTER BLEND (30% #1 - 64 % #2 - 6% BIO)  W/COLD FLOW IMPROVER,MARGARET WARD,20-Jan-20
VNJ,ULTRA LOW SULFUR BIODIESEL #2,WINTER BLEND #1 + #2 W/3.3 BIO OIL,,,,WINTER BLEND (30% #1-66.7 % #2-3.3% BIO)  WINTERIZED W/CFI,MARGARET WARD,14-Oct-11
VNK,ULTRA LOW SULFUR DIESEL #2,ULTRA LOW SULFUR PREMIUM DIESEL #2,,,,PREMIUM DIESEL,MARGARET WARD,3-Nov-11
VNL,ULTRA LOW SULFUR DIESEL #2,TXLED ULSD #2 W/4.5% BIO,,,,TXLED BIO DIESEL FUEL,JEAN PICKETT,14-Feb-20
VNM,ULTRA LOW SULFUR DIESEL #2,ULTRA LOW SULFUR PREMIUM DIESEL #2,,,,PREMIUM DIESEL,MARGARET WARD,3-Nov-11
VNN,ULTRA LOW SULFUR DIESEL #2,TXLED ULSD #2 W/4.5% BIO,,,,TXLED BIO DIESEL FUEL,JEAN PICKETT,14-Feb-20
VNO,ULTRA LOW SULFUR DIESEL #2,TXLED ULSD #2 W/4.5% BIO,,,,TXLED BIO DIESEL FUEL,JEAN PICKETT,14-Feb-20
VNP,ULTRA LOW SULFUR BIODIESEL #2,PREMIUM DIESEL W/5% BIO OIL,,,,PREMIUM BIODIESEL,MARGARET WARD,3-Nov-11
VNQ,ULTRA LOW SULFUR BIODIESEL #2,PREMIUM DIESEL W/5% BIO OIL,,,,PREMIUM BIODIESEL,MARGARET WARD,3-Nov-11
VNR,ULTRA LOW SULFUR BIODIESEL #2,TXLED w/1% BIO OIL,,,,TXLED BIO DIESEL,CHRIS BULLARD,5-Mar-12
VNS,ULTRA LOW SULFUR BIODIESEL #2,TXLED w/1% BIO OIL,,,,TXLED BIO DIESEL,CHRIS BULLARD,5-Mar-12
VNT,ULTRA LOW SULFUR BIODIESEL #2,TXLED w/3% BIO OIL,,,,TXLED BIO DIESEL,CHRIS BULLARD,5-Mar-12
VNU,ULTRA LOW SULFUR BIODIESEL #2,TXLED w/3% BIO OIL,,,,TXLED BIO DIESEL,CHRIS BULLARD,5-Mar-12
VNV,ULTRA LOW SULFUR DIESEL #2,TXLED ULSD #2 W/4.5% BIO,,,,TXLED BIO DIESEL FUEL,JEAN PICKETT,14-Feb-20
VNW,ULTRA LOW SULFUR BIODIESEL #2,TXLED w/4% BIO OIL,,,,TXLED BIO DIESEL,CHRIS BULLARD,5-Mar-12
VNX,ULTRA LOW SULFUR BIODIESEL #2,TXLED w/4% BIO OIL,,,,TXLED BIO DIESEL,CHRIS BULLARD,5-Mar-12
VNY,ULTRA LOW SULFUR BIODIESEL #2,TXLED w/4% BIO OIL,,,,TXLED BIO DIESEL,AJ MEADE,26-Mar-12
VNZ,ULTRA LOW SULFUR DIESEL #2,ULSD #2 W/4.5% BIO,,,,ULSD #2 W/4.5% BIO,JEAN PICKETT,14-Feb-20
VO0,ULTRA LOW SULFUR DIESEL #2,ULSD #2 W/20% BIO PERF ADD,,,,ULSD #2 W/20% BIO PERFORMANCE ADD,AJ MEADE,20-Jun-17
VO1,ULTRA LOW SULFUR DIESEL #2,ULSD #2 W/ PERF ADD,,,,ULSD #2 W/ PERFORMANCE ADD DYED,AJ MEADE,20-Jun-17
VO2,ULTRA LOW SULFUR DIESEL #2,ULSD #2 W/ UP TO 5% BIO PERF ADD,,,,ULSD #2 W/ UP TO 5% BIO PERFORMANCE ADD DYED,AJ MEADE,20-Jun-17
VO3,ULTRA LOW SULFUR DIESEL #2,ULSD #2 W/1% BIO PERF ADD,,,,ULSD #2 W/1% BIO PERFORMANCE ADD DYED,AJ MEADE,20-Jun-17
VO4,ULTRA LOW SULFUR DIESEL #2,ULSD #2 W/2% BIO PERF ADD,,,,ULSD #2 W/2% BIO PERFORMANCE ADD DYED,AJ MEADE,20-Jun-17
VO5,ULTRA LOW SULFUR DIESEL #2,ULSD #2 W/5% BIO PERF ADD,,,,ULSD #2 W/5% BIO PERFORMANCE ADD DYED,AJ MEADE,20-Jun-17
VO6,ULTRA LOW SULFUR DIESEL #2,ULSD #2 W/10% BIO PERF ADD,,,,ULSD #2 W/10% BIO PERFORMANCE ADD DYED,AJ MEADE,20-Jun-17
VO7,ULTRA LOW SULFUR DIESEL #2,ULSD #2 W/11% BIO PERF ADD,,,,ULSD #2 W/11% BIO PERFORMANCE ADD DYED,AJ MEADE,20-Jun-17
VO8,ULTRA LOW SULFUR DIESEL #2,ULSD #2 W/15% BIO PERF ADD,,,,ULSD #2 W/15% BIO PERFORMANCE ADD DYED,AJ MEADE,20-Jun-17
VO9,ULTRA LOW SULFUR DIESEL #2,ULSD #2 W/20% BIO PERF ADD,,,,ULSD #2 W/20% BIO PERFORMANCE ADD DYED,AJ MEADE,20-Jun-17
VOA,ULTRA LOW SULFUR DIESEL #2,ULSD #2 W/4.5% BIO,,,,ULSD #2 W/4.5% BIO,JEAN PICKETT,14-Feb-20
VOB,ULTRA LOW SULFUR DIESEL #2,ULSD #2 W/4.5% BIO,,,,ULSD #2 W/4.5% BIO,JEAN PICKETT,14-Feb-20
VOC,ULTRA LOW SULFUR DIESEL #2,ULSD #2 W/4.5% BIO,,,,ULSD #2 W/4.5% BIO,JEAN PICKETT,14-Feb-20
VOD,ULSD Gold XD,clear diesel 0% bio Gold XD,,,,,CHRIS CROOKS,19-Feb-20
VOE,ULSD Gold XD,clear diesel 2% bio Gold XD,,,,,CHRIS CROOKS,19-Feb-20
VOF,ULSD Gold XD,clear diesel 5% bio Gold XD,,,,,CHRIS CROOKS,19-Feb-20
VOG,ULSD Gold XD w/ winter,clear diesel 0% bio Gold XD w/ winter,,,,,CHRIS CROOKS,19-Feb-20
VOH,ULSD Gold XD w/ winter X,clear diesel 0% bio Gold XD w/ winter X,,,,,CHRIS CROOKS,19-Feb-20
VOI,ULSD Gold XD w/ winter,clear diesel 2% bio Gold XD w/ winter,,,,,CHRIS CROOKS,19-Feb-20
VOJ,ULSD Gold XD w/ winter X,clear diesel 2% bio Gold XD w/ winter X,,,,,CHRIS CROOKS,19-Feb-20
VOK,ULSD Gold XD w/ winter,clear diesel 5% bio Gold XD w/ winter,,,,,CHRIS CROOKS,19-Feb-20
VOL,ULSD Gold XD w/ winter X,clear diesel 5% bio Gold XD w/ winter X,,,,,CHRIS CROOKS,19-Feb-20
VOM,Dyed ULSD Gold XD,dyed diesel 0% bio Gold XD,,,,,CHRIS CROOKS,19-Feb-20
VON,Dyed ULSD Gold XD,dyed diesel 2% bio Gold XD,,,,,CHRIS CROOKS,19-Feb-20
VOO,Dyed ULSD Gold XD,dyed diesel 5% bio Gold XD,,,,,CHRIS CROOKS,19-Feb-20
VOP,Dyed ULSD Gold XD w/ winter,dyed diesel 0% bio Gold XD w/ winter,,,,,CHRIS CROOKS,19-Feb-20
VOQ,Dyed ULSD Gold XD w/ winter X,dyed diesel 0% bio Gold XD w/ winter x,,,,,CHRIS CROOKS,19-Feb-20
VOR,Dyed ULSD Gold XD w/ winter,dyed diesel 2% bio Gold XD w/ winter,,,,,CHRIS CROOKS,19-Feb-20
VOS,Dyed ULSD Gold XD w/ winter X,dyed diesel 2% bio Gold XD w/ winter x,,,,,CHRIS CROOKS,19-Feb-20
VOT,Dyed ULSD Gold XD w/ winter,dyed diesel 5% bio Gold XD w/ winter,,,,,CHRIS CROOKS,19-Feb-20
VOU,Dyed ULSD Gold XD w/ winter X,dyed diesel 5% bio Gold XD w/ winter x,,,,,CHRIS CROOKS,19-Feb-20
VP0,ULTRA LOW SULFUR DIESEL #2,ULSD #2 W/ PERF ADD WINTER,,,,ULSD #2 W/ PERFORMANCE ADD WINTERIZED,AJ MEADE,20-Jun-17
VP1,ULTRA LOW SULFUR DIESEL #2,ULSD #2 W/ UP TO 5% BIO PERF ADD WINTER,,,,ULSD #2 W/ UP TO 5% BIO PERFORMANCE ADD WINTERIZED,AJ MEADE,20-Jun-17
VP2,ULTRA LOW SULFUR DIESEL #2,ULSD #2 W/1% BIO PERF ADD WINTER,,,,ULSD #2 W/1% BIO PERFORMANCE ADD WINTERIZED,AJ MEADE,20-Jun-17
VP3,ULTRA LOW SULFUR DIESEL #2,ULSD #2 W/2% BIO PERF ADD WINTER,,,,ULSD #2 W/2% BIO PERFORMANCE ADD WINTERIZED,AJ MEADE,20-Jun-17
VP4,ULTRA LOW SULFUR DIESEL #2,ULSD #2 W/5% BIO PERF ADD WINTER,,,,ULSD #2 W/5% BIO PERFORMANCE ADD WINTERIZED,AJ MEADE,20-Jun-17
VP5,ULTRA LOW SULFUR DIESEL #2,ULSD #2 W/10% BIO PERF ADD WINTER,,,,ULSD #2 W/10% BIO PERFORMANCE ADD WINTERIZED,AJ MEADE,20-Jun-17
VP6,ULTRA LOW SULFUR DIESEL #2,ULSD #2 W/11% BIO PERF ADD WINTER,,,,ULSD #2 W/11% BIO PERFORMANCE ADD WINTERIZED,AJ MEADE,20-Jun-17
VP7,ULTRA LOW SULFUR DIESEL #2,ULSD #2 W/ PERF ADD WINTER,,,,ULSD #2 W/ PERFORMANCE ADD WINTERIZED DYED,AJ MEADE,20-Jun-17
VP8,ULTRA LOW SULFUR DIESEL #2,ULSD #2 W/ UP TO 5% BIO PERF ADD WINTER,,,,ULSD #2 W/ UP TO 5% BIO PERFORMANCE ADD WINTERIZED DYED,AJ MEADE,20-Jun-17
VP9,ULTRA LOW SULFUR DIESEL #2,ULSD #2 W/1% BIO PERF ADD WINTER,,,,ULSD #2 W/1% BIO PERFORMANCE ADD WINTERIZED DYED,AJ MEADE,20-Jun-17
VPA,S15 MV TX LE NO 2 DSL ADD.,S15 MV TX LE NO 2 DSL ADD.,,,,,AJ MEADE,26-Oct-17
VPB,S15 MV TX LE NO.2 DSL B0 TO B5.,S15 MV TX LE NO.2 DSL B0 TO B5.,,,,,AJ MEADE,26-Oct-17
VPC,S15 MV TX LE NO.2 DSL B2 ADD,S15 MV TX LE NO.2 DSL B2 ADD,,,,,AJ MEADE,26-Oct-17
VPD,S15 MV TX LE NO.2 DSL B5 ADD.,S15 MV TX LE NO.2 DSL B5 ADD.,,,,,AJ MEADE,26-Oct-17
VPE,S15 MV TX LE NO.2 DSL B10 ADD.,S15 MV TX LE NO.2 DSL B10 ADD.,,,,,AJ MEADE,26-Oct-17
VPF,S15 MV TX LE NO.2 DSL B20 ADD.,S15 MV TX LE NO.2 DSL B20 ADD.,,,,,AJ MEADE,26-Oct-17
VPG,S15 NRLM TX LE NO.2 DSL ADD DYED.,S15 NRLM TX LE NO.2 DSL ADD DYED.,,,,,AJ MEADE,26-Oct-17
VPH,S15 MV TX LE NO.2 DSL B0 TO B5 ADD DYED,S15 MV TX LE NO.2 DSL B0 TO B5 ADD DYED,,,,,AJ MEADE,26-Oct-17
VPI,S15 NRLM TX LE NO.2 DSL B2 ADD DYED.,S15 NRLM TX LE NO.2 DSL B2 ADD DYED.,,,,,AJ MEADE,26-Oct-17
VPJ,S15 NRLM TX LE NO.2 DSL B5 ADD DYED.,S15 NRLM TX LE NO.2 DSL B5 ADD DYED.,,,,,AJ MEADE,26-Oct-17
VPK,S15 NRLM TX LE NO.2 DSL B10 ADD DYED.,S15 NRLM TX LE NO.2 DSL B10 ADD DYED.,,,,,AJ MEADE,26-Oct-17
VPL,S15 NRLM TX LE NO.2 DSL B20 ADD DYED.,S15 NRLM TX LE NO.2 DSL B20 ADD DYED.,,,,,AJ MEADE,26-Oct-17
VPM,S15 MV NO 2 DSL ADD.,S15 MV NO 2 DSL ADD.,,,,,AJ MEADE,26-Oct-17
VPN,S15 MV NO.2 DSL B0 TO B5 ADD.,S15 MV NO.2 DSL B0 TO B5 ADD.,,,,,AJ MEADE,26-Oct-17
VPO,S15 MV NO.2 DSL B1 ADD.,S15 MV NO.2 DSL B1 ADD.,,,,,AJ MEADE,26-Oct-17
VPP,S15 MV NO 2 DSL ADD B2.,S15 MV NO 2 DSL ADD B2.,,,,,AJ MEADE,26-Oct-17
VPQ,S15 MV NO.2 DSL B5 ADD.,S15 MV NO.2 DSL B5 ADD.,,,,,AJ MEADE,26-Oct-17
VPR,S15 MV NO.2 DSL B10 ADD,S15 MV NO.2 DSL B10 ADD,,,,,AJ MEADE,26-Oct-17
VPS,S15 MV NO.2 DSL B11 ADD.,S15 MV NO.2 DSL B11 ADD.,,,,,AJ MEADE,26-Oct-17
VPT,S15 MV NO.2 DSL B15 ADD.,S15 MV NO.2 DSL B15 ADD.,,,,,AJ MEADE,26-Oct-17
VPU,S15 MV NO.2 DSL B20 ADD.,S15 MV NO.2 DSL B20 ADD.,,,,,AJ MEADE,26-Oct-17
